1762251852622,119.5,245
1762251852638,121.5,245
1762251852655,124.5,246
1762251852671,128.5,246
1762251852688,130.5,246
1762251852705,133.5,246
1762251852721,134.5,246
1762251852738,135.5,246
1762251852755,137.5,247
1762251852771,139.5,247
1762251852788,140.5,247
1762251852805,141.5,247
1762251852821,142.5,248
1762251852838,143.5,248
1762251852854,144.5,248
1762251852871,145.5,248
1762251852888,146.5,249
1762251852904,147.5,250
1762251852922,148.5,250
1762251852938,148.5,251
1762251852955,149.5,251
1762251852971,151.5,253
1762251852988,152.5,253
1762251853004,153.5,254
1762251853021,154.5,255
1762251853038,155.5,256
1762251853054,156.5,256
1762251853071,158.5,257
1762251853088,159.5,258
1762251853104,160.5,259
1762251853121,162.5,261
1762251853138,163.5,262
1762251853154,164.5,263
1762251853170,165.5,264
1762251853196,166.5,265
1762251853216,167.5,266
1762251853257,167.5,267
1762251853271,168.5,267
1762251853287,168.5,268
1762251853305,168.5,269
1762251853333,168.5,270
1762251853371,168.5,271
1762251853388,168.5,272
1762251853405,168.5,273
1762251853421,168.5,274
1762251853437,168.5,276
1762251853454,168.5,277
1762251853476,168.5,278
1762251853491,167.5,279
1762251853511,167.5,280
1762251853524,166.5,280
1762251853552,165.5,280
1762251853570,164.5,281
1762251853587,163.5,281
1762251853603,162.5,282
1762251853620,160.5,283
1762251853637,159.5,283
1762251853654,157.5,284
1762251853670,156.5,284
1762251853687,154.5,284
1762251853704,152.5,284
1762251853720,150.5,284
1762251853737,147.5,284
1762251853753,145.5,284
1762251853770,143.5,284
1762251853787,141.5,284
1762251853804,139.5,284
1762251853820,137.5,283
1762251853837,135.5,282
1762251853853,132.5,282
1762251853870,131.5,282
1762251853887,129.5,282
1762251853903,128.5,282
1762251853920,124.5,282
1762251853937,123.5,282
1762251853953,119.5,282
1762251853970,112.5,280
1762251853986,109.5,280
1762251854003,103.5,279
1762251854020,101.5,278
1762251854036,97.5,277
1762251854053,94.5,276
1762251854070,91.5,276
1762251854086,89.5,276
1762251854103,88.5,276
1762251854120,85.5,274
1762251854136,84.5,274
1762251854153,82.5,273
1762251854169,79.5,273
1762251854186,75.5,271
1762251854203,74.5,270
1762251854220,72.5,269
1762251854236,70.5,268
1762251854253,69.5,268
1762251854270,68.5,268
1762251854287,67.5,267
1762251854310,66.5,267
1762251854320,66.5,266
1762251854337,66.5,265
1762251854358,66.5,264
1762251854372,65.5,264
1762251854399,65.5,263
1762251854436,64.5,263
1762251854453,64.5,262
1762251854522,64.5,261
1762251854591,65.5,261
1762251854672,65.5,260
1762251854687,66.5,260
1762251854707,67.5,260
1762251854720,68.5,260
1762251854736,69.5,260
1762251854753,70.5,260
1762251854769,73.5,259
1762251854786,74.5,259
1762251854803,75.5,258
1762251854819,76.5,258
1762251854836,78.5,257
1762251854853,80.5,257
1762251854869,81.5,257
1762251854886,83.5,256
1762251854902,85.5,256
1762251854919,88.5,255
1762251854935,89.5,255
1762251854952,91.5,255
1762251854969,92.5,254
1762251854986,93.5,254
1762251855002,94.5,254
1762251855019,95.5,254
1762251855035,98.5,254
1762251855052,99.5,254
1762251855069,101.5,254
1762251855085,104.5,254
1762251855102,106.5,254
1762251855119,108.5,254
1762251855135,110.5,254
1762251855152,113.5,254
1762251855169,115.5,255
1762251855185,117.5,255
1762251855202,118.5,255
1762251855219,119.5,255
1762251855235,121.5,255
1762251855252,123.5,255
1762251855269,127.5,256
1762251855286,129.5,256
1762251855302,132.5,256
1762251855319,133.5,256
1762251855335,136.5,257
1762251855352,138.5,257
1762251855369,140.5,258
1762251855385,141.5,258
1762251855402,142.5,259
1762251855418,144.5,260
1762251855435,146.5,260
1762251855452,148.5,260
1762251855468,151.5,263
1762251855486,155.5,266
1762251855502,156.5,266
1762251855518,157.5,266
1762251855535,158.5,267
1762251855552,158.5,268
1762251855568,159.5,269
1762251855619,160.5,270
1762251855636,160.5,271
1762251855664,160.5,272
1762251855684,160.5,273
1762251855706,159.5,273
1762251855718,159.5,274
1762251855735,158.5,274
1762251855752,156.5,274
1762251855768,154.5,274
1762251855785,152.5,275
1762251855802,146.5,275
1762251855818,144.5,276
1762251855835,139.5,276
1762251855851,136.5,276
1762251855868,132.5,276
1762251855885,130.5,275
1762251855901,128.5,275
1762251855918,127.5,275
1762251855936,126.5,274
1762251855951,125.5,274
1762251855968,123.5,274
1762251855985,122.5,274
1762251856001,120.5,274
1762251856018,118.5,274
1762251856034,116.5,273
1762251856051,114.5,273
1762251856068,110.5,272
1762251856084,109.5,272
1762251856102,106.5,272
1762251856118,104.5,271
1762251856135,103.5,271
1762251856151,100.5,271
1762251856168,99.5,270
1762251856184,97.5,270
1762251856201,97.5,269
1762251856218,93.5,268
1762251856234,92.5,267
1762251856251,91.5,267
1762251856268,90.5,267
1762251856285,89.5,267
1762251856301,88.5,267
1762251856317,87.5,266
1762251856368,87.5,265
1762251856385,86.5,265
1762251856401,86.5,264
1762251856539,86.5,263
1762251856559,87.5,263
1762251856573,88.5,263
1762251856585,89.5,262
1762251856600,92.5,262
1762251856617,95.5,262
1762251856634,100.5,262
1762251856650,105.5,262
1762251856667,108.5,262
1762251856684,112.5,263
1762251856700,114.5,264
1762251856717,116.5,264
1762251856734,117.5,265
1762251856751,118.5,265
1762251856767,120.5,266
1762251856784,121.5,266
1762251856800,122.5,266
1762251856817,123.5,267
1762251856834,124.5,267
1762251856851,125.5,267
1762251856867,127.5,268
1762251856883,128.5,268
1762251856902,129.5,269
1762251856917,130.5,269
1762251856942,131.5,269
1762251856951,131.5,270
1762251856967,132.5,270
1762251856984,134.5,270
1762251857000,136.5,270
1762251857017,137.5,271
1762251857034,138.5,271
1762251857050,139.5,271
1762251857067,140.5,272
1762251857083,141.5,272
1762251857107,142.5,272
-1,-1,-1
1762251852144,,
-1,-1,-1
1762251857184,,
